participantId,preferredMethod,reason,comments
P09,hand-grip,"プロペラと身体の位置が遠く、てこの原理のような感じでより力を感じやすかったから。","風や音で力の方向が少しわかってしまうかもしれないと思いました。身体の中心とデバイスを持っている手が遠いので、実際に働いている力の向きと感じる力の向きがずれる可能性があるかもしれないと思いました。"
