"","評価","計","重み","スコア"
"知的・知覚的要求","60","5","0.3333333333333333","20"
"身体的要求","15","3","0.2","3"
"タイムプレッシャー","0","0","0","0"
"作業成績","20","2","0.13333333333333333","2.6666666666666665"
"努力","35","4","0.26666666666666666","9.333333333333334"
"フラストレーション","45","1","0.06666666666666667","3"
"","0","0","0","38"
